seed_record_id,product_id,company,brand,standard_product_name,score,source_url,indication
REC_0370,prod_315b1d771ebc,Vaim,Juvelook,Juvelook / Lenisna,87,https://beautyeurope.eu/en/juvelook-and-lenisna-hybrid-collagen-stimulators/,Indications:; The preparation is intended for intradermal and subcutaneous implantation in order to restore and increase the volume of soft tissues.
REC_0403,prod_2af5e0e0531e,HJorations,LIPO VELA,LIPO VELA V,87,https://www.ibeautymachine.com/lipo-vela-v-premium-lipolysis-solution.html,"Is intended for those who want to improve the contour of their bodies without having surgery.; Usually, the procedure uses methods like ultrasound, radiofrequency, or laser radiation to break down fat cells, which the body then naturally gets rid of."
REC_0433,prod_a234c1a35679,HOYA ConBio,MedLite C6,Q-Switched Nd:YAG,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K050696,"Is intended for: Treatment of Pigmented Lesions Incision, Excision, Ablation, Vaporization of Soft Tissue for General Dermatology; 1 Q-Switched."
REC_0447,prod_8e4c4a2135cd,ABG Lab LLC,Meso-Sculpt C71™,Specific Areas,87,https://trelis.eu/en/brands/subdistribution/meso-wharton,Is intended for intradermal injection by a certified specialist.; The injection technique and depth are determined individually based on the patient’s skin condition and aesthetic goals.
REC_0448,prod_0f21b463f349,ABG Lab LLC,Meso-Wharton P199™,Anti-Aging & Regeneration,87,https://trelis.eu/en/brands/subdistribution/meso-wharton,Is intended for intradermal injection by a certified specialist.; The injection technique and depth are determined individually based on the patient’s skin condition and aesthetic goals.
REC_0478,prod_021af539d92d,Matex Lab,Neauvia Devices,Sectum / Plasma,87,https://www.medicalsparx.com/neauvia-organic-intense.html,"Indicated for correction of moderate and severe wrinkles and volume loss.; Facial Contouring: Ideal for shaping facial features like the cheeks, chin, and nose."
REC_0543,prod_9bb0117dfaf5,Hironic,PicoHi,PicoHi 300,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K201773,"Is intended for tattoo removal and treatment of benign pigmented lesions.; Trade/Device Name: PICOHI Regulation Number: 21 CFR 878.4810 Regulation Name: Laser Surgical Instrument For Use In General And Plastic Surgery And In Dermatology Regulatory Class: Class II Product Code: GEX Dated: September 15, 2021 Received: September 15, 2021."
REC_0569,prod_d5cee00a7fe9,Caregen,Prostrolane Series,Peptide Dermal Filler,87,https://cutismedical.com/shop/fillers/caregen-prostrolane-natural-b-2-2ml/,"Indicated for mid-to-deep dermis implantation for the correction of moderate to severe facial wrinkles and folds, perioral lines, nasolabial folds and marionette lines."
REC_0579,prod_8950b9e51f0d,S. Thepharm,QTFill,QTFill Plus,87,https://shr-germany-onlineshop.co.uk/hyaluron-filler/8083-qt-fill-plus-deep-hyaluronic-filler-for-treatment-of-deep-wrinkles-and-volume-building--ml-4066613025980.html,"Indicated for correction of scars, deep wrinkles or to increase facial volume; Hyaluronic acid-based dermal filler (24 mg/ml); 1x ready-to-use syringe QTFill Plus Deep Hyaluron Filler 1 ml."
REC_0597,prod_ecb2d81aa136,Neogenesis,Regenovue,Regenovue (Deep/Sub-Q),87,https://www.ec21.com/product-details/Regenovue-Plus-Fine-Deep-SubQ--11701084.html,"Is indicated for medium to deep wrinkles, lips, nasolabial folds, chin/jawline, and forehead wrinkles.; Regenovue Sub-Q is the third Filler in our comprehensive 100% hyaluronic acid Dermal Filler line."
REC_0622,prod_5c3441c05358,Skin Tech,RRS,RRS HA Tensor Lift,87,https://www.isla-med.com/shop/11830-skintech-rrs-ha-eyes-25336,"Indicated for treatment of skin aging and dehydration around the eye area, as well as to reduce puffiness and dark circles.; SkinTech RRS HA Eyes is an intradermal implant developed by SkinTech Pharma Group SLU specifically designed to improve the area of the skin around the eyes."
REC_0622_RRS_HA_LONG_LASTING,prod_9dc8a1da4d72,Skin Tech,RRS HA Long Lasting,RRS HA Long Lasting,87,https://www.isla-med.com/shop/11830-skintech-rrs-ha-eyes-25336,"Indicated for treatment of skin aging and dehydration around the eye area, as well as to reduce puffiness and dark circles.; SkinTech RRS HA Eyes is an intradermal implant developed by SkinTech Pharma Group SLU specifically designed to improve the area of the skin around the eyes."
REC_0623,prod_a0b846031cf4,Skin Tech,RRS,RRS HA Injectable,87,https://www.isla-med.com/shop/11830-skintech-rrs-ha-eyes-25336,"Indicated for treatment of skin aging and dehydration around the eye area, as well as to reduce puffiness and dark circles.; SkinTech RRS HA Eyes is an intradermal implant developed by SkinTech Pharma Group SLU specifically designed to improve the area of the skin around the eyes."
REC_0624,prod_916e002716fe,Skin Tech,RRS,RRS HA Eyes,87,https://www.isla-med.com/shop/11830-skintech-rrs-ha-eyes-25336,"Indicated for treatment of skin aging and dehydration around the eye area, as well as to reduce puffiness and dark circles.; SkinTech RRS HA Eyes is an intradermal implant developed by SkinTech Pharma Group SLU specifically designed to improve the area of the skin around the eyes."
REC_0638,prod_c618b5a64752,Ilooda,Secret,Secret RF / Duo,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K202043,Is intended for use in dermatologic and general surgical procedures for electro-coagulation and hemostasis.; Secret Duo RF is intended for use in dermatologic and general surgical procedures for electro-coagulation and hemostasis.
REC_0738,prod_2f2b780d683a,Promoitalia,V-Carbon,V-Carbon System,87,https://cutismedical.com/shop/peels/promoitalia-v-carbon-system/,"Is indicated for improving the appearance of:– Fine lines and wrinkles – Acne, scars and discoloration – Skin texture; It’s the ideal system for tightening dilated pores and removing dead cells from the superficial epidermal layer for an overall new look!."
REC_0752,prod_d065f1875e87,IBSA Derma,Viscoderm,Viscoderm Hydrobooster,87,https://epharma-me.com/product/viscoderm-hydrobooster/,"Indicated for the dynamic areas of the face (perioral, periocular, forehead); Acne scars.; Composition and presentation: Hyaluronic Acid molecular weights: 1000 kDa, 2000 kDa Cross-linked HA concentration: 25 mg/ml."
REC_0840,prod_7324404d6066,InMode,ApexRF,Mens Health RF,87,https://fda.report/GUDID/07290019863359,"Is indicated for the temporary relief of minor muscle aches and pain, temporary relief of muscle spasms, and temporary improvement of local blood circulation."
REC_0841,prod_9d164b78897f,InMode,Solaria,Fractional CO2 Laser,87,https://www.globalcapitalpower.com/product/inmode-solaria-co2-resurfacing-laser/,"Indicated for ablative skin resurfacing.; Through radiofrequency excited CO2 microbeam technology, Solaria delivers precise treatments that leave surrounding tissue untreated, resulting in deep ablation, faster healing times, and reduced side effects."
REC_0843,prod_20e7c2bea8c8,InMode,EmpowerRF,Womens Wellness Platform,87,https://evimedical.com/products/empowerf,"Approved for muscle stimulation, relaxation, pain reduction, blood circulation improvement, and the treatment of the symptoms of Genitourinary Syndrome of Menopause (GSM)."
REC_0871,prod_565dcef1d971,BTL,Exilis Ultra,RF + Ultrasound Combination,87,https://e-derma.market/product/btl-exilis-ultra-360,"Is intended for obesity treatment by means of controlled reduction of fat cells, induced by radiofrequency field in cooperation with ultrasound.; Treatment of sexual dysfunction after vaginal delivery by means of improvement of vaginal laxity."
REC_0895,prod_1c145f78da2e,IBSA Derma,Viscoderm Skinko E,Enhanced Mesotherapy Cocktail,87,https://epharma-me.com/product/viscoderm-hydrobooster/,"Indicated for the dynamic areas of the face (perioral, periocular, forehead); Acne scars.; Composition and presentation: Hyaluronic Acid molecular weights: 1000 kDa, 2000 kDa Cross-linked HA concentration: 25 mg/ml."
REC_0944,prod_c0cd8164840f,Wontech,PICOALEX,PICOALEX,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K243957,"Indications for Use; PICOALEX is indicated for tattoo and benign pigmented lesions removal including but not limited to: Nevus of Ota, Hori macules (nevus of Hori), and Melasma."
REC_0946,prod_89d5b8dfdcf0,Wontech,PASTELLE,PASTELLE Pro,87,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K123293,"Indicated for the Incision, Excision, Ablation and Vaporization of Soft Tissue for General Dermatology, Dermatologic and General Surgical Procedures for Coaqulation and Hemosta."
REC_1001,prod_c0931f4c54a9,Fotona d.o.o.,StarFormer,StarFormer TightWave,87,https://fda.innolitics.com/submissions/PM/subpart-f%E2%80%94physical-medicine-therapeutic-devices/IPF/K221274,Indicated for treatment of medical diseases and conditions.; Fotona StarFormer is indicated for use in stimulating neuromuscular tissue for bulk muscle excitation in the legs or arms for rehabilitative purposes.
REC_1045,prod_887cd9ed1e96,Johnson & Johnson,Mentor,CPX4 Breast Tissue Expanders,87,https://www.jnjmedtech.com/en-US/product-selection/mentor-breast-implants,"Is intended for visitors from the United States.© Johnson & Johnson and its affiliates 2024.; MENTOR™ MemoryGel™ Breast Implants, MENTOR™ MemoryShape™ Breast Implants, and MENTOR™ Saline-filled Breast Implants are indicated for breast augmentation in women (at least 22 years old for MemoryGel™ Implants and MemoryShape™ Implants, and 18 years old for Saline Implants) or for breast reconstruction."
REC_1046,prod_c5b300d3de90,Johnson & Johnson,Mentor,CPX4 Plus Enhance Breast Tissue Expander,87,https://www.jnjmedtech.com/en-US/product-selection/mentor-breast-implants,"Is intended for visitors from the United States.© Johnson & Johnson and its affiliates 2024.; MENTOR™ MemoryGel™ Breast Implants, MENTOR™ MemoryShape™ Breast Implants, and MENTOR™ Saline-filled Breast Implants are indicated for breast augmentation in women (at least 22 years old for MemoryGel™ Implants and MemoryShape™ Implants, and 18 years old for Saline Implants) or for breast reconstruction."
REC_1047,prod_a55dd6461778,Johnson & Johnson,Mentor,ARTOURA PLUS Breast Tissue Expanders,87,https://www.jnjmedtech.com/en-US/product-selection/mentor-breast-implants,"Is intended for visitors from the United States.© Johnson & Johnson and its affiliates 2024.; MENTOR™ MemoryGel™ Breast Implants, MENTOR™ MemoryShape™ Breast Implants, and MENTOR™ Saline-filled Breast Implants are indicated for breast augmentation in women (at least 22 years old for MemoryGel™ Implants and MemoryShape™ Implants, and 18 years old for Saline Implants) or for breast reconstruction."
REC_1048,prod_b16294ba00c9,Johnson & Johnson,Mentor,Volume Sizing System,87,https://www.jnjmedtech.com/en-US/product-selection/mentor-breast-implants,"Is intended for visitors from the United States.© Johnson & Johnson and its affiliates 2024.; MENTOR™ MemoryGel™ Breast Implants, MENTOR™ MemoryShape™ Breast Implants, and MENTOR™ Saline-filled Breast Implants are indicated for breast augmentation in women (at least 22 years old for MemoryGel™ Implants and MemoryShape™ Implants, and 18 years old for Saline Implants) or for breast reconstruction."
REC_0430,prod_9ea3d8161cc7,Julphar,MEBO,MEBO Scar / Ointment,85,https://pharmahealthsciences.net/pdfs/volume4-issue3/4.vol4-issue3-2016-MS-15281.pdf,"Indicated for treatment of scars, both; old and recent."
REC_0709,prod_b20f8d5954fa,TRIA Beauty,Tria,Hair Removal Laser 4X,85,https://www.accessdata.fda.gov/cdrh_docs/pdf12/k120737.pdf,Intended for adjunctive use with shaving for hair removal; TRIA is a semiconductor diode laser system that delivers infrared light at a wavelength of.
REC_0819,prod_73700a68ac8a,Solta Medical,VASERshape,Non-Invasive Ultrasound,85,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170758.pdf,Are indicated for use in: • Dermatologic and general surgical procedures for electrocoagulation and hemostasis; • Non-invasive treatment of periorbital wrinkles and rhytids including upper and lower eyelids;.
REC_0298,prod_32274b6a2644,Candela,GentleMax Pro / Pro Plus,Hair Removal Platform,83,https://candelamedical.com/resources/aesthetic-blogs/picoway-system-usability-optimizing-efficiency-and-treatment-experience/,Approved for indications ranging from tattoo removal to treatment of wrinkles (Figure 1).1 The ability of the PicoWay system to consistently produce high-energy picosecond pulses is central to its clinical performance across all available wavelengths.
REC_0723,prod_f3ac7de00cf3,Classys,Ultraformer III / MPT (Shurink),HIFU (Ultrasound),83,https://eclassys.com/company/history/,Intended use (wrinkle improvement) of ULTRAFORMER III (SHURINK) to the Ministry of Food and Drug Safety; 04.; Selected as the Global IP Start-up Selected as the Global Small Giant.
REC_0845,prod_98f9e82486da,InMode,AccuTite,Precision RFAL for Small Areas,83,https://inmodemd.com/workstation/workstation-bodytite,Indicated for treatment of large body areas through soft tissue coagulation.; It delivers unparalleled clinical results in a single treatment.
REC_0860,prod_36ae1e81e1bc,Candela,Frax Pro,Dual-Wavelength Fractional,83,https://candelamedical.com/resources/aesthetic-blogs/picoway-system-usability-optimizing-efficiency-and-treatment-experience/,Approved for indications ranging from tattoo removal to treatment of wrinkles (Figure 1).1 The ability of the PicoWay system to consistently produce high-energy picosecond pulses is central to its clinical performance across all available wavelengths.
REC_0656,prod_47e4043a000e,Skinderma Medical,Skinderma,Meso Vials,76,https://mesotherapy-solutions.com/product/skinderma-antiaging-combo-5-x-10ml-vials/,"Indications:; Suitable for all skin types showing signs of aging, dehydration, and loss of elasticity."
REC_0406,prod_5bdad9c1a581,Medikan International,Lipokit,Lipokit / Adivive,75,https://fda.gov/media/167501/download,"INTENDED USE · The Lipokit is used in the tumescent injection, aspiration, harvesting, filtering and transferring of autologous fat tissue.; The Lipokit is intended for use in the following surgical specialties when the aspiration of soft tissue is desired: • Plastic and Reconstructive Surgery • General Surgery • Dermatological Surgery • Obstetrician & Gynecological Surgery • Cosmetic Surgery The Lipokit is indicated for use when harvesting of highly concentrated pure fatty tissues for aesthetic body and facial contouring is desired."
REC_0455,prod_88f11cb6bafb,Eclipse,MicroPen EVO,Microneedling,75,https://skincarenyc.com/cosmetic-dermatology/micro-needling-new-york/,"Indicated for treatment of the appearance of fine lines, acne scars and the improvement of the skin’s texture, tone and color.; During this procedure, the Eclipse MicroPen® is used to create controlled micro-Injuries to the skin in order to aid in the production of collagen and elastin."
REC_0504,prod_58da5da1427a,CGBIO / Cell Growth Bio,NOVOSIS,Growth Factor,75,https://www.aesthisave.com/en/product-page/facetem-s-2x08-ml,"Indications & Treatment AreasIndications: Wrinkle correction, facial volume restoration, structural contouringAreas: Nasolabial folds, marionette lines, cheeks/midface, jawline and chinNot intended for lips or periorbital areas Clinical BenefitsImmediate volumization and liftCollagen stimulation for firmness and elasticityStable integration with gradual, uniform biodegradationNatural-looking outcomes without overcorrectionDuration: typically 12–18 months (may extend with optimal technique and patient factors) Treatment ProtocolInjection depth: mid to deep dermis or subdermal layerTechniques: linea."
REC_0559,prod_0ad1744af85b,Promoitalia,PQ Age / Pink Intimate,PQ Age Evolution,75,https://pdrn.care/products/nucleofill-medium/,"Is indicated for biorestructuring of moderately aged or photodamaged skin, particularly in patients who require both tissue quality improvement and mild volume restoration."
REC_0842,prod_9f7183105911,InMode,DiolazeXL MAX,Enhanced Diode Hair Removal,75,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K170738,"Is intended for hair removal and permanent hair reduction defined as stable, long-term reduction in hair counts at 6,9 or 12 months following a treatment regime."
REC_0872,prod_2465634bea74,BTL,EXION Fractional RF,AI-Controlled Fractional RF,75,https://e-derma.market/product/btl-exilis-ultra-360,"Is intended for obesity treatment by means of controlled reduction of fat cells, induced by radiofrequency field in cooperation with ultrasound.; Treatment of sexual dysfunction after vaginal delivery by means of improvement of vaginal laxity."
REC_0873,prod_ecb9ce655791,BTL,EXION Face,Monopolar RF + Targeted Ultrasound,75,https://e-derma.market/product/btl-exilis-ultra-360,"Is intended for obesity treatment by means of controlled reduction of fat cells, induced by radiofrequency field in cooperation with ultrasound.; Treatment of sexual dysfunction after vaginal delivery by means of improvement of vaginal laxity."
REC_0276,prod_1104b252f1d2,Daeyang Medical,Focus Dual,HIFU + RF Microneedling,72,https://lynton.co.uk/wp-content/uploads/2020/12/Focus-Dual-Brochure.pdf,"Indications such as scars and wrinkles and helps to improve the overall appearance and rejuvenation of skin.; Radiofrequency (RF) induces thermal trauma to stimulate neocollagenesis in deep layers of the skin, creating stronger, firmer skin to help with concerns such as wrinkles and laxity."
REC_0134,prod_aadef274ea7b,Deleo,CRISTAL Fit,HI-EMS,70,https://www.deleo-medical.com/en/cristal-pro/,"Indication : Treatment of pseudogynecomastia defined as localized subareolar fat in men.; Aesthetic indication : Reduction of localized fat deposits in different areas of the body: abdomen, thighs, arms, flanks, chin, knees."
REC_0145,prod_7707c25b67e5,Needle Concept,Crystal Multi Needle (水晶针),Mesogun,70,https://www.mekonneedle.com/zh/mesotherapy-needle-27g-34g-product/,适用于多种医疗和美容应用，包括除皱注射、美白、祛斑、脱发治疗和妊娠纹淡化。它们还能高效输送肉毒杆菌毒素和透明质酸等活性美容成分，这些成分广泛应用于医疗和美容行业。; 我们拥有CE、ISO、FDA 510K、MDSAP认证，致力于为客户提供最优质的产品。您的满意是我们的目标。
REC_0169,prod_3eeb761e39e2,DermapenWorld,Dermapen 4,Microneedling,70,https://www.dermapenworld.com/en-us/packaging/packaging-mg-bl,Indications: Brightening and lightening the appearance of uneven skin tone.; Visibly dissolves the appearance of hyperpigmented affected skin concerns.
REC_0170,prod_24428fdc6e75,DermapenWorld,Dermapen Home,Home Use,70,https://www.dermapenworld.com/en-us/packaging/packaging-mg-bl,Indications: Brightening and lightening the appearance of uneven skin tone.; Visibly dissolves the appearance of hyperpigmented affected skin concerns.
REC_0221,prod_b1a1ecb4539f,Professional Skin Solutions,Elementrē,Elementrē Dermo Cosmetics,70,https://www.elementre-solutions.com/pages/about-us,"Indications: signs of skin ageing, uneven skin tone and excess pigmentation, congested and oily skin, dry, irritated, and sensitive skin.; With optimal dosages of key actives, elementrē dermo cosmetics deliver visible, long-lasting skin improvements with superior everyday comfort."
REC_0339,prod_383eb617653e,Image Skincare,Image,I Peel,70,https://imageskincare.co.uk/pages/treatments-chemical-peels,"Indications: Aging, wrinkles, rough complexion, uneven skin tone, smokers’ skin, tired/dull skin, oily/acneI PEEL; WRINKLE LIFT® FORTEThis advanced treatment is formulated with additional glycolic acid and an innovative blend of firming and anti-aging properties, to visibly reduce the appearance of fine lines and wrinkles.Skin type indications: Advanced aging, wrinkles, rough complexion, uneven skin tone, smokers’ skin, tired/dull skin, oily/acneI PEEL; PERFECTION LIFT™This distinct blend of active exfoliants works synergistically to visibly reduce the appearance of fine lines, correct uneven skin tone, smooth."
REC_0349,prod_f16b720710a4,Medytox,Innotox,Innotox 50U/100U,70,https://www.medytox.com/page/innotox_en?site_id=en,Indication and Usage; To temporarily improve moderate to severe glabellar wrinkles related to eyebrow wrinkle muscle (corrugator muscle) and/or procerus muscle activity in adults aged from 20 to 65.
REC_0441,prod_fe9bd2c78a5f,Koru Pharma,Mesoheal,Mesoheal Body,70,https://korupharma.com/mesoheal-amber-glow/,Indications:; * Melasma (hyperpigmentation) * Post-inflammatory hyperpigmentation * Age spots * Visible signs of ageing * Uneven skin tone * Chrono- and photo-ageing * Dehydrated and malnourished skin * Decreased collagen production * Effective biorevitalisation.
REC_0789,prod_d60dcbabb2e8,Needle Concept,Mesogun,U225 mesotherapy injector,70,https://www.mekonneedle.com/zh/mesotherapy-needle-27g-34g-product/,适用于多种医疗和美容应用，包括除皱注射、美白、祛斑、脱发治疗和妊娠纹淡化。它们还能高效输送肉毒杆菌毒素和透明质酸等活性美容成分，这些成分广泛应用于医疗和美容行业。; 我们拥有CE、ISO、FDA 510K、MDSAP认证，致力于为客户提供最优质的产品。您的满意是我们的目标。
REC_0940,prod_c9edd723d544,Wontech,PICOCARE,PICOCARE 450/Majesty,70,https://wontech-asia.com/page/products/picocare-450,"Indication; * Epidermal Lesions * Freckles, Melasma, Café au Lait * Age Spots(Semile Lentigos), Solar Lentigo(Sun spots) * Seborrheic Keratosis ## Specification."
REC_0050,prod_af01da567664,ExoCoBio,ASCE+,Regenerative Aesthetics,62,https://e-exosomes.com/brands/asce/view,"Indications; e-EXOSOMES; ASCEplus™ by ExoCoBio is a high-end exosome-based cosmeceutical line leveraging patented ExoSCRT™ freeze-dry technology to deliver ultra-pure, bio-active exosomes for advanced skin and hair rejuvenation."
REC_0068,prod_0514ecba49cc,Dongkook Pharma,Bellast (贝拉斯特),HA Dermal Filler,62,https://www.ellepharm.com/shop/0010-bellast-l-16,"Indications for use; deep wrinkles and folds,glabella wrinkles,lips augmentation,marionette lines (sadness lines),moderately pronounced wrinkles and folds,nasolabial folds."
REC_0108,prod_a8401ea0624d,Cha Meditech,Celltermi,Skin Booster,62,https://febomed.com/product/cellbooster-lift/,"Indications– The device is a resorbable injectable implant for use in the epidermis or dermis for diminishing moderate skin depression and providing dermis re-densification and provides deep hydration, and improvement with microcirculation."
REC_0146,prod_b0fe499ed8b0,Bison Medical,Cynergy / Dual Yellow (Tech),Copper Bromide Laser,62,https://www.medicalexpo.com/prod/bison-medical/product-67864-600583.html,"Indication Pigmented lesion : freckles,melasma, ABNOM, Becker’s nevus Skin aging : saggy skin, large pores Tattoo removal; Copper Bromide (CuBr) laser is a high-tech laser resolving various skin problems quickly and effectively."
REC_0166,prod_f72f3e4d0e72,Caregen,Dermaheal / Aquashine,Skin Booster / Meso,62,https://sanoplast.de/en/brand/dermaheal/,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0207,prod_b10f6cd187fc,Bison Medical,Dual Accento,Dual Wavelength Laser,62,https://www.medicalexpo.com/prod/bison-medical/product-67864-767288.html,"Indication Skin rejuvenation Vascular lesions : Acne redness Dark circle, Telangiectasia, Vein Wart Nail fungus ## Catalogs Dual Accento Dual Accento 8Pages ** Total Product Brochure Total Product Brochure 24Pages ** ### Other BISON Medical products."
REC_0265,prod_2d4a8fd2cc8a,Cha Meditech,Exosome Skin Booster,Exosome,62,https://febomed.com/product/cellbooster-lift/,"Indications– The device is a resorbable injectable implant for use in the epidermis or dermis for diminishing moderate skin depression and providing dermis re-densification and provides deep hydration, and improvement with microcirculation."
REC_0269,prod_b95e361c3b1b,Fijie,FBio,FBio (Light/Medium/Volume),62,https://trelis.eu/en/brands/subdistribution/novacutan-fbio-medium,"Indications for use: correction of medium wrinkles and folds, facial contouring, midface volume restoration, nasolabial fold correction, contour improvement, increased skin elasticity and density."
REC_0400,prod_8438280d11e4,Daeyang Medical,Liftron,RF Microneedling,62,https://creativeskin.com.ph/product/liftron-infrax/,"Indications Skin Tightening & Rejuvenation, Wrinkle & Scar Reduction, Stretch Mark Reduction."
REC_0412,prod_d585e7929cef,Bison Medical,Lucid Q-PTP,Q-Switched Nd:YAG,62,https://www.medicalexpo.com/prod/bison-medical/product-67864-767288.html,"Indication Skin rejuvenation Vascular lesions : Acne redness Dark circle, Telangiectasia, Vein Wart Nail fungus ## Catalogs Dual Accento Dual Accento 8Pages ** Total Product Brochure Total Product Brochure 24Pages ** ### Other BISON Medical products."
REC_0481,prod_c127129a8dd6,NeoDr,Neo Thread,Multi Thread (Twin/Triple),62,https://www.ellepharm.com/shop/neo-multi-thread-triple-pdo-1206,"Indications for use; wrinkle reduction, skin tightening and lifting."
REC_0492,prod_38346130aefe,Medytox,Neuronox / Meditoxin,Neuronox (Botulinum Toxin Type A),62,https://www.janeyoomd.com/neuronox/,"Indications, including glabellar lines, forehead lines, crow’s feet, perioral wrinkles, brow shaping, and treatment of hyperhidrosis.; Its low diffusion profile makes it a particularly valued option for crow’s feet and fine lines around the mouth, wh."
REC_0499,prod_97704cd84eb2,Fijie,Novacutan,YBio / SBio,62,https://trelis.eu/en/brands/subdistribution/novacutan-fbio-medium,"Indications for use: correction of medium wrinkles and folds, facial contouring, midface volume restoration, nasolabial fold correction, contour improvement, increased skin elasticity and density."
REC_0558,prod_30336ec4587c,Dives Med,Power Skin / Meso Series,Mesotherapy,62,https://puremed.com.pl/dives-med-skin-repair-5-ml,"INDICATIONS FOR THE PROCEDURE; ### • anti-wrinkle and anti-aging prevention • skin with visible signs of aging • flaccid and tension-free skin • dehydrative, expressive and gravitational wrinkles • grey, matte and lackluster skins • ""urban"" skins exposed to."
REC_0708,prod_16ef1286e357,HJorations,TOXPIA,TOXPIA 100u,62,https://buykorea.org/ec/prd/selectGoodsDetail.do?goodsSn=3633023,Indications]; Temporary improvement of moderate to severe glabellar wrinkles due to activities of the corrugator and/or procerus muscles in adults between the ages of 19 and 65.
REC_0933,prod_3db628294f2c,Caregen,Dermaheal,Dermaheal,62,https://sanoplast.de/en/brand/dermaheal/,Indication: scalp.; Dermaheal HSR (Hyaluronic SR): SR formula with increased hyaluronic acid content for intensive hydration and subtle volumisation.
REC_0943,prod_bb2703fb8d76,Wontech,ULTRASKIN,ULTRASKIN TIGHTAN II,62,http://wtlaser.cafe24.com/en/sub/products/ultraskin.asp,Indication; Face & Neck Eyebrow Cheeks Nasolabial fold Fine wrinkles Eye lifting Submental region.
REC_0401,prod_7854f078c6c4,BenQ,Lily / Miracle,HA Dermal Filler,50,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G01&ct2=&seq=44&urlkeyword=FLORE+Lidocaine,Indication Temporary correction of adult facial wrinkles through restoration in a physical manner by intradermal injection of cross-linked hyaluronic acid containing lidocaine hydrochloride.
REC_0507,prod_e95d844f09d8,Nunii Laboratoire,Nunii,Nunii professional peels and uniq-white pigmentation treatment,50,https://dermafocus.co.uk/avoiding-controversial-ingredients-in-depigmenting-creams/,"Indication in the treatment of pigmentation disorders, formulated using pharmaceutical grade manufacturing processes and ingredients and which are exclusively prescribed by doctors”."
REC_0747,prod_f487b78b371b,Daeyang Medical,VinuShape,Body Contouring,50,https://creativeskin.com.ph/product/multishape-mini/,"Indications Face Lifting, Collagen Remodeling, Cellulite Reduction, Skin Tightening Wrinkle reduction, Body Slimming & Contouring."
REC_0979,prod_de9818c5ff31,Lumenis,LightSheer,LightSheer QUATTRO,50,https://pdf.medicalexpo.com/pdf/lumenis/nuera-tight/78177-266569.html,"Indications, skin conditions and...; Body Sculpting Takes on a New Meaning Radiofrequency (RF) has become increasingly popular in recent years as patients desire to sculpt problem areas comfortably and without downtime."
