spec_id,fact_id,product_id,seed_record_id,company,brand,standard_product_name,field_name,field_value,source_url,promoted_at
spec_dc705e9bab9e,pfact_5354fafd9e49,prod_f80e1322cc26,REC_0636,DFK Biolab,S-DNA,PDRN / Skin Booster,volume_packaging,volume_or_fill: 10 syringes,https://sbodyline.com/shop/,2026-06-01T01:40:35+08:00
spec_74665ca2498e,pfact_79285538cce4,prod_f80e1322cc26,REC_0636,DFK Biolab,S-DNA,PDRN / Skin Booster,volume_packaging,volume_or_fill: 15 vial,https://sbodyline.com/shop/,2026-06-01T01:40:35+08:00
spec_94d7928e72a3,pfact_344adef41292,prod_f80e1322cc26,REC_0636,DFK Biolab,S-DNA,PDRN / Skin Booster,volume_packaging,volume_or_fill: 5ml,https://sbodyline.com/shop/sardenya-nucleo-plus-with-lidocaine-2/,2026-06-01T01:40:35+08:00
spec_0497335ecd3d,pfact_d8866f3ed38e,prod_503047b92460,REC_0193,DSD Pharm,Dixidox de Luxe (Classic Line),Trichology,volume_packaging,volume_or_fill: 100 ml,https://dsddeluxe.nl/collections/dsd-de-luxe-classics,2026-06-01T01:40:35+08:00
spec_c9a76d07173f,pfact_7041a51e3bf4,prod_503047b92460,REC_0193,DSD Pharm,Dixidox de Luxe (Classic Line),Trichology,volume_packaging,volume_or_fill: 2 ml,https://dsddeluxe.lv/recommended-therapy/en,2026-06-01T01:40:35+08:00
spec_cc82645fd7de,pfact_44197a88f5bb,prod_503047b92460,REC_0193,DSD Pharm,Dixidox de Luxe (Classic Line),Trichology,volume_packaging,volume_or_fill: 200 ml,https://dsddeluxe.nl/collections/dsd-de-luxe-classics,2026-06-01T01:40:35+08:00
spec_9462eef935b8,pfact_19503f989952,prod_56c13ebad4cb,REC_0095,DSD Pharm,Botox Like Hair Therapy,Hair Structure,volume_packaging,volume_or_fill: 150 ml,https://dsddeluxe.de/,2026-06-01T01:40:35+08:00
spec_a64bbc87b3e3,pfact_56a8665db22a,prod_59ecfbda235c,REC_0630,DSD Pharm,Scalp Peeling (1.3),Scalp Detox,volume_packaging,volume_or_fill: 200 ml,https://dsddeluxe.de/en/shop/1-3-peeling-240,2026-06-01T01:40:35+08:00
spec_e5c70cae678d,pfact_7966ef24947c,prod_59ecfbda235c,REC_0630,DSD Pharm,Scalp Peeling (1.3),Scalp Detox,volume_packaging,volume_or_fill: 500 ml,https://dsddeluxe.de/en/shop/1-3-peeling-240,2026-06-01T01:40:35+08:00
spec_2196747a9a5f,pfact_da9094ea6b19,prod_7aaee3d51236,REC_0202,Daejoo,Dr. DMA / PDRN Injection,Mesotherapy,volume_packaging,volume_or_fill: 5mL,https://pdrn.care/,2026-06-01T01:40:35+08:00
spec_331468d1380e,pfact_b426c953273f,prod_9060828d2c15,REC_0473,Daewoong,Nabota (Jeuveau / Nuceiva),Botulinum Toxin,dose_strength,dose_or_unit: 100 IU,https://daewoongpharm.id/product/biologics,2026-06-01T01:40:35+08:00
spec_4346715ba8d4,pfact_439659e0ad0d,prod_9060828d2c15,REC_0473,Daewoong,Nabota (Jeuveau / Nuceiva),Botulinum Toxin,dose_strength,dose_or_unit: 200Units,https://daewoong.com/,2026-06-01T01:40:35+08:00
spec_2c0b87f2cfb6,pfact_fcec93606e87,prod_9060828d2c15,REC_0473,Daewoong,Nabota (Jeuveau / Nuceiva),Botulinum Toxin,dose_strength,dose_or_unit: 2019.02 U,https://www.nabotasea.com/,2026-06-01T01:40:35+08:00
spec_3bf9f3cbc231,pfact_9d2b3f122f51,prod_9060828d2c15,REC_0473,Daewoong,Nabota (Jeuveau / Nuceiva),Botulinum Toxin,material_or_ingredient,composition: Botulinum Toxin,https://daewoongpharm.id/product/biologics,2026-06-01T01:40:35+08:00
spec_c277a98c2973,pfact_39faed67fbce,prod_6b766e97c020,REC_0756,Daewoong,V-OLET,Lipolysis,dose_strength,dose_or_unit: 20mg,https://www.daewoong.com/,2026-06-01T01:40:35+08:00
spec_a8f9962581c9,pfact_266962e5d2a7,prod_6b766e97c020,REC_0756,Daewoong,V-OLET,Lipolysis,volume_packaging,volume_or_fill: 2mL,https://daewoong.com/,2026-06-01T01:40:35+08:00
spec_27cfa4a8f159,pfact_5699375d853b,prod_d78173da6a54,REC_0372,Dermaceutic,K Ceutic / Hyal Ceutic,Post-Procedure,volume_packaging,volume_or_fill: 12Ml,https://dermaceutic.ca/product/hyal-ceutic/,2026-06-01T01:40:35+08:00
spec_b1f79cd2c6d9,pfact_6413c8c30627,prod_d78173da6a54,REC_0372,Dermaceutic,K Ceutic / Hyal Ceutic,Post-Procedure,volume_packaging,volume_or_fill: 40ml,https://dermaceutic.com.hk/,2026-06-01T01:40:35+08:00
spec_f6c144e45514,pfact_b33944586b7b,prod_4acb60be124e,REC_0712,Dermalux,Tri-Wave MD,LED Phototherapy,device_energy,energy_wavelength: 2NM,https://dermaluxled.com/tri-wave-md-led/,2026-06-01T01:40:35+08:00
spec_1b8518ed57b9,pfact_4630e2ae31f3,prod_4acb60be124e,REC_0712,Dermalux,Tri-Wave MD,LED Phototherapy,device_energy,energy_wavelength: 415NM,https://dermaluxled.com/tri-wave-md-led/,2026-06-01T01:40:35+08:00
spec_d3a94931e890,pfact_fb77a4c32086,prod_4acb60be124e,REC_0712,Dermalux,Tri-Wave MD,LED Phototherapy,device_energy,energy_wavelength: 633NM,https://dermaluxled.com/tri-wave-md-led/,2026-06-01T01:40:35+08:00
spec_1beaccab5a28,pfact_b79c7faee888,prod_3eeb761e39e2,REC_0169,DermapenWorld,Dermapen 4,Microneedling,volume_packaging,volume_or_fill: 250ml,https://www.dermapenworld.com/en-rw/dermapen-professional/dermapen4-sos-kits,2026-06-01T01:40:35+08:00
spec_1e6852cf8e29,pfact_3cb242054938,prod_db11de963271,REC_0493,Dermaroller,New Natural Line / XCellarisPRO,Professional Skincare,commercial_certification,certification_claim: ISO 13485,https://www.dermaroller.com/en/about,2026-06-01T01:40:35+08:00
spec_3fd43999313b,pfact_2d8269fb0e02,prod_db11de963271,REC_0493,Dermaroller,New Natural Line / XCellarisPRO,Professional Skincare,device_energy,energy_wavelength: 8480 W,https://xcellarispro.com/,2026-06-01T01:40:35+08:00
spec_bdc902119290,pfact_e7bc0f6c7865,prod_a08ab337e76d,REC_0186,Dermoaroma,Dermoaroma PDRN,Mesotherapy,dose_strength,dose_or_unit: 2mg,https://pdrn.care/treatments/pdrn-injection/,2026-06-01T01:40:35+08:00
spec_ef503b250a9a,pfact_fd516a51d8dc,prod_23d1b4d66f80,REC_0260,Dermoaroma,ExoComplex,Exosomes,volume_packaging,volume_or_fill: 0.4 ml,https://dermoaroma.com/technology/,2026-06-01T01:40:35+08:00
spec_d02f6fa7ea50,pfact_6ad5cf0aa86d,prod_23d1b4d66f80,REC_0260,Dermoaroma,ExoComplex,Exosomes,volume_packaging,volume_or_fill: 0.5 ml,https://dermoaroma.com/technology/,2026-06-01T01:40:35+08:00
spec_784948a418bc,pfact_06bb68b3d30c,prod_db8da6ea306d,REC_0191,Dives Med,Dives Filler (Universal / Volume),HA Dermal Filler,dose_strength,dose_or_unit: 20mg,https://divesmed.me/,2026-06-01T01:40:35+08:00
spec_6e596f2a2921,pfact_97d81daed63a,prod_d3653ff5a469,REC_0112,Dongkook Pharma,Centellian24 (Madeca Cream),Cosmeceuticals,volume_packaging,volume_or_fill: 15ml,https://centellian24.com/pages/brand,2026-06-01T01:40:35+08:00
spec_9d423b40735c,pfact_072fd6951306,prod_d3653ff5a469,REC_0112,Dongkook Pharma,Centellian24 (Madeca Cream),Cosmeceuticals,volume_packaging,volume_or_fill: 50ml,https://centellian24.com/pages/brand,2026-06-01T01:40:35+08:00
spec_a7ebe7540da7,pfact_3b6d1cfbe964,prod_18ed9d22f745,REC_0197,Dr. Babor,DOCTOR BABOR / PRO,Cosmeceuticals,volume_packaging,volume_or_fill: 100 ml,https://at.babor.com/,2026-06-01T01:40:35+08:00
spec_07ef26d24504,pfact_df1f2a772eb6,prod_18ed9d22f745,REC_0197,Dr. Babor,DOCTOR BABOR / PRO,Cosmeceuticals,volume_packaging,volume_or_fill: 1000ml,https://at.babor.com/,2026-06-01T01:40:35+08:00
spec_cd1163e62ffc,pfact_7b9687b26284,prod_18ed9d22f745,REC_0197,Dr. Babor,DOCTOR BABOR / PRO,Cosmeceuticals,volume_packaging,volume_or_fill: 15 ml,https://at.babor.com/,2026-06-01T01:40:35+08:00
spec_b7e194f90048,pfact_7fbd626790f6,prod_904761e21bec,REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,volume_packaging,volume_or_fill: 14 ml,https://uk.babor.com/,2026-06-01T01:40:35+08:00
spec_14c0ef895fde,pfact_d202fed90ade,prod_904761e21bec,REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,volume_packaging,volume_or_fill: 2 ml,https://my.babor.com/promotions/newampoule,2026-06-01T01:40:35+08:00
spec_92eb032aec6c,pfact_39eee875572a,prod_904761e21bec,REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,volume_packaging,volume_or_fill: 28 ml,https://za.babor.com/,2026-06-01T01:40:35+08:00
spec_a1f86c9c139e,pfact_33b5d1119393,prod_4ca2005d07dc,REC_0204,Dr. PRP,Dr. PRP Centrifuge,Centrifuge,commercial_certification,certification_claim: MDR,https://www.prpfirst.com/,2026-06-01T01:40:35+08:00
spec_a5f6a4861091,pfact_4403f51ffd73,prod_4ca2005d07dc,REC_0204,Dr. PRP,Dr. PRP Centrifuge,Centrifuge,volume_packaging,volume_or_fill: 20 ml,http://progenprp.com/,2026-06-01T01:40:35+08:00
spec_2b5869062c06,pfact_7c47d45759b3,prod_4ca2005d07dc,REC_0204,Dr. PRP,Dr. PRP Centrifuge,Centrifuge,volume_packaging,volume_or_fill: 20cc,https://www.drprpusa.com/how-to-make-prf-using-drprp-kit.html,2026-06-01T01:40:35+08:00
spec_aab170a99121,pfact_7409fbf406d0,prod_7e29af20abe6,REC_0205,Dr. PRP,Dr. PRP Kit,PRP Kit,volume_packaging,volume_or_fill: 10cc,https://www.drprpusa.com/prp-separation-kit.html,2026-06-01T01:40:35+08:00
spec_5afea885d323,pfact_12b4da05b6b6,prod_7e29af20abe6,REC_0205,Dr. PRP,Dr. PRP Kit,PRP Kit,volume_packaging,volume_or_fill: 15cc,https://www.drprpusa.com/prp-separation-kit.html,2026-06-01T01:40:35+08:00
spec_440373fd5e1d,pfact_64d5dbc8446b,prod_7e29af20abe6,REC_0205,Dr. PRP,Dr. PRP Kit,PRP Kit,volume_packaging,volume_or_fill: 17cc,https://www.drprpusa.com/dr-prp-difference.html,2026-06-01T01:40:35+08:00
spec_7881db080fd7,pfact_d0867fafceea,prod_dbc971ebb3e8,REC_0160,El.En.,DEKA,Onda (Coolwaves),device_energy,energy_wavelength: 113w,https://www.thecoolwaves.com/,2026-06-01T01:40:35+08:00
spec_6ba262f8f799,pfact_058cab931b24,prod_dbc971ebb3e8,REC_0160,El.En.,DEKA,Onda (Coolwaves),device_energy,energy_wavelength: 200 W,https://ondacoolwaves.be/,2026-06-01T01:40:35+08:00
spec_c18cd56ca0d5,pfact_7458246fd704,prod_dbc971ebb3e8,REC_0160,El.En.,DEKA,Onda (Coolwaves),device_energy,energy_wavelength: 226w,https://www.thecoolwaves.com/,2026-06-01T01:40:35+08:00
spec_9db5583dbda4,pfact_bff1ff00ad95,prod_6130d2c34ac5,REC_0162,El.En.,DEKA,Again PRO,device_energy,energy_wavelength: 125 W,https://www.dekalaser.fr/,2026-06-01T01:40:35+08:00
spec_6023ded235d8,pfact_c11d1fa088fb,prod_6130d2c34ac5,REC_0162,El.En.,DEKA,Again PRO,device_energy,energy_wavelength: 755 nm,https://www.dekalaser.fr/,2026-06-01T01:40:35+08:00
spec_468d93260cc7,pfact_4decfaa95545,prod_aee7452328e9,REC_0053,El.En.,Asclepion,QuadroStar PRO,device_energy,energy_wavelength: 532nm,https://asclepionuk.com/medical-aesthetic-devices/quadrostarpro-vascular-aesthetic/,2026-06-01T01:40:35+08:00
spec_caececf107c6,pfact_86759fd6068f,prod_16627855997a,REC_0161,El.En.,DEKA,RedTouch PRO,device_energy,energy_wavelength: 675 nm,https://technologies.dekalaser.com/en-GB/productdocuments.aspx?item=Redtouch_Pro&showFooter=false&showHeader=false,2026-06-01T01:40:35+08:00
spec_4e79c6c8976d,pfact_600caaefd0ba,prod_ed5f1dec6ea7,REC_0584,El.En.,Quanta System,Discovery PICO Series,device_energy,energy_wavelength: 10 Hz,https://www.quanta-thailand.com/?project=discovery-pico,2026-06-01T01:40:35+08:00
spec_a9789a4f1038,pfact_852cf1e157d6,prod_ed5f1dec6ea7,REC_0584,El.En.,Quanta System,Discovery PICO Series,device_energy,energy_wavelength: 3 Hz,https://www.quanta-thailand.com/?project=discovery-pico,2026-06-01T01:40:35+08:00
spec_aebbcddbaaf2,pfact_ec13003f13e3,prod_b0d4ee4e961a,REC_0585,El.En.,Quanta System,Thunder MT,device_energy,energy_wavelength: 10Hz,https://quantalaser.co.uk/thunder/,2026-06-01T01:40:35+08:00
spec_11fffce87166,pfact_7f7e4f99632e,prod_b0d4ee4e961a,REC_0585,El.En.,Quanta System,Thunder MT,device_energy,energy_wavelength: 15Hz,https://quantalaser.co.uk/thunder/,2026-06-01T01:40:35+08:00
spec_22adb67f0a53,pfact_a6a7fe2abb70,prod_86ec90940bba,REC_0383,Eltech K-Laser,K-Laser,Blue Derma,device_energy,energy_wavelength: 660 nm,https://www.dermat.be/,2026-06-01T01:40:35+08:00
spec_7c7b3e11899a,pfact_d5e885b55fba,prod_86ec90940bba,REC_0383,Eltech K-Laser,K-Laser,Blue Derma,device_energy,energy_wavelength: 970 nm,https://www.dermat.be/,2026-06-01T01:40:35+08:00
spec_2b38ccdb260d,pfact_d1ab777a4a27,prod_f78f5b107434,REC_0955,EndyMed Medical,NEO,EndyMed NEO,commercial_certification,certification_claim: FDA cleared,https://endymed.com/products/,2026-06-01T01:40:35+08:00
spec_e72fe66bbc81,pfact_ad185d13a983,prod_70c7c531e824,REC_0234,Eneomey,Eneomey,Purify Cleanser / Masque,volume_packaging,volume_or_fill: 150ml,https://eneomey.client.pk3.io/en/programs/26070-purifying-program.html,2026-06-01T01:40:35+08:00
spec_4f57a4698589,pfact_6498e6c65bf2,prod_70c7c531e824,REC_0234,Eneomey,Eneomey,Purify Cleanser / Masque,volume_packaging,volume_or_fill: 30ml,https://eneomey.client.pk3.io/en/programs/26070-purifying-program.html,2026-06-01T01:40:35+08:00
spec_dcfaf0525a88,pfact_e36de79c015f,prod_70c7c531e824,REC_0234,Eneomey,Eneomey,Purify Cleanser / Masque,volume_packaging,volume_or_fill: 50ml,https://eneomey.client.pk3.io/en/programs/26070-purifying-program.html,2026-06-01T01:40:35+08:00
spec_4c0adb819f7f,pfact_88f63e97c0b3,prod_e815c527e7dd,REC_1012,Establishment Labs,Motiva,Motiva Ergonomix,commercial_certification,certification_claim: FDA cleared,https://motivaimplants.com/why-motiva/innovation-for-enhanced-safety/,2026-06-01T01:40:35+08:00
spec_4b277620e65e,pfact_12a244c4315f,prod_d2c2b45d71e0,REC_0243,Eufoton Medical Lasers,Eufoton,LASEmaR 1500 (Endolift),device_energy,energy_wavelength: 15 W,https://www.endolift.uno/en/,2026-06-01T01:40:35+08:00
spec_8736d14258e5,pfact_7113cd7acbbc,prod_e6660a11bb09,REC_0255,Evolus,Evolysse,Evolysse Lift / Smooth,volume_packaging,volume_or_fill: 1.2 mL,https://evolysse.evolus.com/evolysse-difference,2026-06-01T01:40:35+08:00
spec_f4a65697c821,pfact_43513985abab,prod_55e238c32bec,REC_0364,Evolus,Jeuveau/Nuceiva,Jeuveau (PrabotulinumtoxinA-xvfs),dose_strength,dose_or_unit: 20 units,https://jeuveau.evolus.com/,2026-06-01T01:40:35+08:00
spec_7414f5991b2c,pfact_6d2bcb5294ff,prod_55e238c32bec,REC_0364,Evolus,Jeuveau/Nuceiva,Jeuveau (PrabotulinumtoxinA-xvfs),material_or_ingredient,composition: onabotulinumtoxinA,https://jeuveau.evolus.com/how-it-works,2026-06-01T01:40:35+08:00
spec_8c745a21efef,pfact_d8a732e76389,prod_caab8c505c94,REC_0048,Fillmed,Art Filler,Art Filler (Universal/Volume/Lips),commercial_certification,certification_claim: MDR,https://fillmed.com/regulatory-materials/,2026-06-01T01:40:35+08:00
spec_e0fab78c9557,pfact_2bfdfc8c20b8,prod_c22131b4ce4c,REC_0477,Fillmed,NCTF,NCTF 135 HA,commercial_certification,certification_claim: CE MARKED,https://fillmed.com/wp-content/uploads/2025/04/USER-LEAFLET-NCTF-1.pdf,2026-06-01T01:40:35+08:00
spec_19bee09b634a,pfact_79c9b6b23bf8,prod_c22131b4ce4c,REC_0477,Fillmed,NCTF,NCTF 135 HA,volume_packaging,volume_or_fill: 5 vials,https://fillmed.com/wp-content/uploads/2024/10/FO.69_SSCP_NCTF-135-HA_2024.07.16.pdf,2026-06-01T01:40:35+08:00
spec_ebce80834a1f,pfact_945cb8504384,prod_635571c0f47a,REC_0272,FineMEC,FineMEC,Nobleen,device_energy,energy_wavelength: 1064nm,http://finemecglobal.net/,2026-06-01T01:40:35+08:00
spec_d0de05955f58,pfact_be160f25d7ac,prod_635571c0f47a,REC_0272,FineMEC,FineMEC,Nobleen,device_energy,energy_wavelength: 755nm,http://finemecglobal.net/,2026-06-01T01:40:35+08:00
spec_0b810b667c46,pfact_fcdd5a9cf591,prod_c86e43d32fd2,REC_0279,FotoFinder Systems,FotoFinder,ATBM master,commercial_certification,certification_claim: ISO 13485,https://fotofinder.co.za/,2026-06-01T01:40:35+08:00
spec_2e013b5a0256,pfact_743c44091630,prod_c86e43d32fd2,REC_0279,FotoFinder Systems,FotoFinder,ATBM master,commercial_certification,certification_claim: MDR,https://www.fotofinder-systems.com/,2026-06-01T01:40:35+08:00
spec_5e86788a113a,pfact_5d5584953b03,prod_2202245895cb,REC_0183,FotoFinder Systems,DermLite,DL5 / DL4,commercial_certification,certification_claim: ISO 13485,https://www.fotofinder.de/en/,2026-06-01T01:40:35+08:00
spec_c64db033c25b,pfact_0185dbfb0dee,prod_ced9c2685e0e,REC_0280,Fotona d.o.o.,Fotona,SP Dynamis (4D Pro),commercial_certification,certification_claim: CE marked,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_d7e542197b8a,pfact_cb304a3686ce,prod_ced9c2685e0e,REC_0280,Fotona d.o.o.,Fotona,SP Dynamis (4D Pro),device_energy,energy_wavelength: 1064 nm,https://fotona.com/en/treatments/2045/fotona4d-r,2026-06-01T01:40:35+08:00
spec_8cdf0be41527,pfact_61f6b4d4020b,prod_ced9c2685e0e,REC_0280,Fotona d.o.o.,Fotona,SP Dynamis (4D Pro),device_energy,energy_wavelength: 2940 nm,https://fotona.com/en/treatments/2045/fotona4d-r,2026-06-01T01:40:35+08:00
spec_e166c9a154ff,pfact_c9046a6b30ee,prod_ced9c2685e0e,REC_0280,Fotona d.o.o.,Fotona,SP Dynamis (4D Pro),device_energy,energy_wavelength: 4343 W,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_8170408c2bf1,pfact_f39b7ada15bd,prod_53a408d41803,REC_0996,Fotona d.o.o.,Fotona,SP Dynamis Pro,commercial_certification,certification_claim: CE marked,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_17cbbf84ef48,pfact_a8c97a50eedc,prod_53a408d41803,REC_0996,Fotona d.o.o.,Fotona,SP Dynamis Pro,device_energy,energy_wavelength: 4343 W,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_be2af494aa21,pfact_5aa013fb6855,prod_a3dbf7c2947a,REC_0281,Fotona d.o.o.,Fotona,StarWalker MaQX,device_energy,energy_wavelength: 1064 nm,https://www.fotona.com/media/documents/aesthetics/brochures/97370_starwalker_maqx___qx_brochure_web.pdf,2026-06-01T01:40:35+08:00
spec_d1dee9bb4ebf,pfact_0ad12c631a44,prod_a3dbf7c2947a,REC_0281,Fotona d.o.o.,Fotona,StarWalker MaQX,device_energy,energy_wavelength: 532 nm,https://www.fotona.com/media/documents/aesthetics/brochures/97370_starwalker_maqx___qx_brochure_web.pdf,2026-06-01T01:40:35+08:00
spec_ce7d18163f8d,pfact_1e422bdc5d6c,prod_a3dbf7c2947a,REC_0281,Fotona d.o.o.,Fotona,StarWalker MaQX,device_energy,energy_wavelength: 585 nm,https://www.fotona.com/media/documents/aesthetics/brochures/97370_starwalker_maqx___qx_brochure_web.pdf,2026-06-01T01:40:35+08:00
spec_d21fdac5a034,pfact_e71872dc16a9,prod_dd2c5aeea2eb,REC_0282,Fotona d.o.o.,Fotona,TimeWalker,commercial_certification,certification_claim: CE marked,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_106d04aefd8b,pfact_a6e040c44e8a,prod_dd2c5aeea2eb,REC_0282,Fotona d.o.o.,Fotona,TimeWalker,device_energy,energy_wavelength: 4343 W,https://www.fotona.com/us/products/,2026-06-01T01:40:35+08:00
spec_40e2955b29c8,pfact_ef00d61a6476,prod_02f4cd89aad2,REC_0999,Fotona d.o.o.,TimeWalker,TimeWalker II Fotona4D,device_energy,energy_wavelength: 1064 nm,https://fotona.com/en/treatments/2045/fotona4d-r,2026-06-01T01:40:35+08:00
spec_0ccadcb1551b,pfact_c87556b30d96,prod_02f4cd89aad2,REC_0999,Fotona d.o.o.,TimeWalker,TimeWalker II Fotona4D,device_energy,energy_wavelength: 2940 nm,https://fotona.com/en/treatments/2045/fotona4d-r,2026-06-01T01:40:35+08:00
spec_68d1a2ee80b8,pfact_3278bab9d88d,prod_67982711aa8b,REC_0292,GANA,GANA,GANA DA,dose_strength,dose_or_unit: 2mg,http://ganarnd.co.kr/kwa-790693,2026-06-01T01:40:35+08:00
spec_136226ada888,pfact_d8b85c61ed4a,prod_67982711aa8b,REC_0292,GANA,GANA,GANA DA,volume_packaging,volume_or_fill: 1.2ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_7b711122af13,pfact_6b437a0db4bd,prod_67982711aa8b,REC_0292,GANA,GANA,GANA DA,volume_packaging,volume_or_fill: 10 vials,https://ganafillers.com/,2026-06-01T01:40:35+08:00
spec_87a9f57192dc,pfact_d117d8ad777e,prod_67982711aa8b,REC_0292,GANA,GANA,GANA DA,volume_packaging,volume_or_fill: 10vials,http://www.ganarnd.co.kr/kwa-790790?pc=p,2026-06-01T01:40:35+08:00
spec_736a0be516e5,pfact_57b4068c49a9,prod_a8fb29b09711,REC_0291,GANA,GANA,GANA Fill / GANA V,dose_strength,dose_or_unit: 1560mg,http://ganarnd.co.kr/kwa-790695,2026-06-01T01:40:35+08:00
spec_83bf0d9fef62,pfact_ac6a66538eeb,prod_a8fb29b09711,REC_0291,GANA,GANA,GANA Fill / GANA V,volume_packaging,volume_or_fill: 1.2ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_79656de91221,pfact_de1c288c5ccd,prod_ec01791c3d66,REC_0290,GANA,GANA,GANA HA (Body/Face),dose_strength,dose_or_unit: 2mg,http://ganarnd.co.kr/kwa-790693,2026-06-01T01:40:35+08:00
spec_ddc506f2fbf6,pfact_34377f4ec80b,prod_ec01791c3d66,REC_0290,GANA,GANA,GANA HA (Body/Face),volume_packaging,volume_or_fill: 1.2ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_aed09106e0bc,pfact_e9155d791c65,prod_ec01791c3d66,REC_0290,GANA,GANA,GANA HA (Body/Face),volume_packaging,volume_or_fill: 2.5cc,http://ganarnd.co.kr/kwa-790693,2026-06-01T01:40:35+08:00
spec_fe36cd5c27f7,pfact_9c3415c20b0c,prod_ec01791c3d66,REC_0290,GANA,GANA,GANA HA (Body/Face),volume_packaging,volume_or_fill: 2.5ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_5ae02a6d9192,pfact_4ee7af486f1e,prod_776580700a03,REC_0293,GANA,GANA,GANA PNV / PNV+,dose_strength,dose_or_unit: 3mg,http://ganarnd.co.kr/kwa-790693,2026-06-01T01:40:35+08:00
spec_07b12960a33c,pfact_06b7167dc8a7,prod_776580700a03,REC_0293,GANA,GANA,GANA PNV / PNV+,volume_packaging,volume_or_fill: 1.2ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_585a337c2974,pfact_279d00d3a0fb,prod_776580700a03,REC_0293,GANA,GANA,GANA PNV / PNV+,volume_packaging,volume_or_fill: 2.5ml,https://ganafillers.com/shop/,2026-06-01T01:40:35+08:00
spec_a165b493a5f5,pfact_a089542cc547,prod_776580700a03,REC_0293,GANA,GANA,GANA PNV / PNV+,volume_packaging,volume_or_fill: 2ml,https://ganafillers.com/product/gana-pn-pdrn-2-x-2-5ml/,2026-06-01T01:40:35+08:00
spec_e3efaecd6472,pfact_af99b46f3344,prod_1d2fa62967bc,REC_0762,GPQ Srl,WiQo,PRX-T33 / WiQo Cream,volume_packaging,volume_or_fill: 1 vial,https://www.prxstoredepot.com/,2026-06-01T01:40:35+08:00
spec_c949d41d7ec3,pfact_c723b1741f3f,prod_1d2fa62967bc,REC_0762,GPQ Srl,WiQo,PRX-T33 / WiQo Cream,volume_packaging,volume_or_fill: 30ml,https://www.prxstoredepot.com/,2026-06-01T01:40:35+08:00
spec_a879508ab13b,pfact_fd2d0e3812a3,prod_1d2fa62967bc,REC_0762,GPQ Srl,WiQo,PRX-T33 / WiQo Cream,volume_packaging,volume_or_fill: 50ml,https://www.prxstoredepot.com/,2026-06-01T01:40:35+08:00
spec_c2e0400763b2,pfact_28a3a8d79a99,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),dose_strength,dose_or_unit: 127.5 mg,https://www.galderma.com/sites/default/files/2025-03/IFU_Sculptra-Jul_2022.pdf,2026-06-01T01:40:35+08:00
spec_e70e91455085,pfact_c4f273c7e7a0,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),dose_strength,dose_or_unit: 150 mg,https://www.galderma.com/sites/default/files/2025-03/IFU_Sculptra-Jul_2022.pdf,2026-06-01T01:40:35+08:00
spec_ac075b725cd6,pfact_dff4955ab39c,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),dose_strength,dose_or_unit: 367.5 mg,https://www.sculptrausa.com/,2026-06-01T01:40:35+08:00
spec_3a4f22d3b12f,pfact_9937a011ad58,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),volume_packaging,volume_or_fill: 5 mL,https://www.sculptrausa.com/,2026-06-01T01:40:35+08:00
spec_05e7e39fb616,pfact_8a12a793c754,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),volume_packaging,volume_or_fill: 5 vials,https://www.sculptrausa.com/,2026-06-01T01:40:35+08:00
spec_827ecd1c863f,pfact_bd6512031164,prod_7b1c90ea05cb,REC_0635,Galderma,Sculptra,Sculptra (PLLA),volume_packaging,volume_or_fill: 8 ml,https://www.galderma.com/,2026-06-01T01:40:35+08:00
spec_c5a609ad5ff6,pfact_fcb975f988e8,prod_cce4c2f61882,REC_0114,Galderma,Cetaphil,Gentle Skin Cleanser,volume_packaging,volume_or_fill: 1000mL,https://www.cetaphil.com.hk/,2026-06-01T01:40:35+08:00
spec_288ce8bc4719,pfact_858c75890317,prod_cce4c2f61882,REC_0114,Galderma,Cetaphil,Gentle Skin Cleanser,volume_packaging,volume_or_fill: 20118ml,https://www.cetaphil.co.za/,2026-06-01T01:40:35+08:00
spec_a758d340c1a3,pfact_80a4f1f0f685,prod_cce4c2f61882,REC_0114,Galderma,Cetaphil,Gentle Skin Cleanser,volume_packaging,volume_or_fill: 20500ml,https://www.cetaphil.com.sg/,2026-06-01T01:40:35+08:00
