confirm_id,group,group_instruction,priority,gap_score,seed_record_id,company,brand,original_product_name,track,form,technology,current_problem,lead_url,lead_domain,recommended_action,suggested_user_reply_options,korea_p1,korea_status
NEXT-047,韩国注射/耗材/MFDS P1,确认产品身份与是否纳入，再补 MFDS/KFDA 或标记无公开证号。,P1,54,REC_0431,Daejoo,Medical Cosmetics (ODM),Post-Procedure,Injectables,Skin Booster,Polynucleotide,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://www.daejongmedi.com/daejong-medical,daejongmedi.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-048,韩国注射/耗材/MFDS P1,确认产品身份与是否纳入，再补 MFDS/KFDA 或标记无公开证号。,P1,54,REC_0533,Daejoo,PDRN / PN API,API (PDRN/PN),Injectables,Skin Booster,Polynucleotide,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://celmade.co/blogs/news/korean-pdrn-products-selection-guide-practitioners,celmade.co,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-049,韩国光电设备/MFDS P1,确认是否真实韩国上游设备产品线，再补 MFDS/KFDA 或标记无公开证号。,P1,54,REC_0198,Dongbang Medical,Dongbang Needles,Acupuncture,EBD,Microneedling,Microneedling,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfRL/rl.cfm?lid=197873&lpcd=MQX,accessdata.fda.gov,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-050,韩国手术耗材/MFDS P1,确认是否属于医美上游核心耗材；非核心通用耗材可排除或并入。,P1,54,REC_0268,Doum,Fat Transfer Cannulas,Fat Grafting,Consumables,Needles & Cannulas,Fat Transfer Cannula,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://www.blackandblacksurgical.com/document/25-0530-ifu-fat-collection-canister-systems/,blackandblacksurgical.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-051,韩国手术耗材/MFDS P1,确认是否属于医美上游核心耗材；非核心通用耗材可排除或并入。,P1,54,REC_0344,Doum,Infiltration Pump,Tool,Surgical,Surgical Tools,Infiltration Pump,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://www.blackandblacksurgical.com/vitruvian-lipo-products/equipment/vitruvian-pump/,blackandblacksurgical.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-052,韩国手术耗材/MFDS P1,确认是否属于医美上游核心耗材；非核心通用耗材可排除或并入。,P1,54,REC_0557,Doum,Power Assisted Liposuction (PAL),Liposuction,Surgical,Liposuction,Power Assisted Liposuction,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://aclmed.com.tw/en/products/pal/,aclmed.com.tw,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-053,主流 HA 填充剂,通常是核心产品线；请确认是否补入官方适应证/监管，还是并入既有大品牌家族。,P1,54,REC_0454,Eclipse,MicroGlide,Post-Procedure,Injectables,Dermal Filler,Hyaluronic Acid,主表仍是 seed/未核身份；缺注册证据；缺官方适应证,https://www.deviceinformed.com/manufacturers/eclipse,deviceinformed.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；排除-非医美/非上游/弱线索；先查证,,
NEXT-054,光电/能量源设备,确认设备是否真实医美上游产品线，并补官方适应证/监管；弱代理或院端服务可排除。,P1,54,REC_0614,HOYA ConBio,RevLite SI,Q-Switched Nd:YAG,EBD,Laser,Q-Switched Laser,主表仍是 seed/未核身份；缺注册证据；缺官方适应证,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=118789,accessdata.fda.gov,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；排除-非医美/非上游/弱线索；先查证,,
NEXT-055,专业护肤/术后修护,确认是否院线/医美机构使用的专业产品线；普通护肤或下游项目可排除。,P1,54,REC_SKINTECH_AESTHETIC_DERMAL,Skin Tech,Aesthetic Dermal,Aesthetic Dermal,Skincare,Professional,Mesocare Monosolutions,主表仍是 seed/未核身份；缺直接官网产品页；缺直接规格/IFU候选；重点公司/重点产品；已有线索但未能直接落库,https://aestheticpharma.com/,aestheticpharma.com,Review fuzzy official product/catalog/IFU URL and attach it to product/family.,确认保留并补官方适应证/监管；排除-非医美/非上游/弱线索；先查证,,
NEXT-056,专业护肤/术后修护,确认是否院线/医美机构使用的专业产品线；普通护肤或下游项目可排除。,P1,54,REC_SKINTECH_HAPPY_INTIM,Skin Tech,HAPPY intim,HAPPY intim,Skincare,Professional,Intimate Rejuvenation,主表仍是 seed/未核身份；缺直接官网产品页；缺直接规格/IFU候选；重点公司/重点产品；已有线索但未能直接落库,https://skintechpharmagroup.nl/producten/,skintechpharmagroup.nl,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.,确认保留并补官方适应证/监管；排除-非医美/非上游/弱线索；先查证,,
NEXT-057,专业护肤/术后修护,确认是否院线/医美机构使用的专业产品线；普通护肤或下游项目可排除。,P1,54,REC_SKINTECH_REPARESTIM,Skin Tech,Reparestim,Reparestim,Skincare,Professional,Transdermal Cocktails,主表仍是 seed/未核身份；缺直接官网产品页；缺直接规格/IFU候选；重点公司/重点产品；已有线索但未能直接落库,https://www.skintechpharmagroup.com/products/brands/skin-tech/,skintechpharmagroup.com,Review A/B spec candidates and map useful rows to product/family; discard weak C rows.,确认保留并补官方适应证/监管；排除-非医美/非上游/弱线索；先查证,,
NEXT-058,韩国光电设备/MFDS P1,确认是否真实韩国上游设备产品线，再补 MFDS/KFDA 或标记无公开证号。,P1,54,REC_0005,Tentech,10Thera,10Thera (TenThera),EBD,HIFU,HIFU,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://www.elogioasia.com/product/skin-device/ultrasound/10thera/,elogioasia.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-059,韩国光电设备/MFDS P1,确认是否真实韩国上游设备产品线，再补 MFDS/KFDA 或标记无公开证号。,P1,54,REC_0006,Tentech,10Therma,10Therma (TenTherma),EBD,Radiofrequency,Monopolar RF,主表仍是 seed/未核身份；缺注册证据；缺官方适应证；韩国 MFDS/KFDA P1：需先核产品身份,https://canalmedicalstore.com/products/TenTech-10THERMA-RF-Technology.html,canalmedicalstore.com,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
NEXT-060,手术/脂肪移植/耗材,确认是否属于医美上游核心器械耗材；通用外科或弱线索可排除。,P1,50,REC_1056,Bimini Health Tech,Dermapose,Dermapose Fat Transfer Product Suite,Surgical,Liposuction,Fat Transfer System,主表仍是 seed/未核身份；缺直接官网产品页；缺直接规格/IFU候选,,,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,,
NEXT-061,手术/脂肪移植/耗材,确认是否属于医美上游核心器械耗材；通用外科或弱线索可排除。,P1,50,REC_1057,Bimini Health Tech,Puregraft,Puregraft Fat Transfer Product Suite,Surgical,Liposuction,Fat Purification / Filtration System,主表仍是 seed/未核身份；缺直接官网产品页；缺直接规格/IFU候选,,,Cross-check product existence and core positioning against official product page.,确认保留并补官方适应证/监管；并入现有产品/作为 SKU 或配件；排除-非医美/非上游/弱线索；先查证,,
NEXT-062,韩国注射/耗材/MFDS P1,确认产品身份与是否纳入，再补 MFDS/KFDA 或标记无公开证号。,K-P1,0,REC_0964,Dongkook Pharma,Elravie,Elravie,Injectables,Dermal Filler,,korea_mfds_p1；韩国 MFDS/KFDA P1：需先核产品身份,,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。,确认保留并补官方适应证/监管；确认保留；韩国 MFDS/KFDA 无公开证号；排除-非医美/非上游/弱线索；先查证,yes,需先核产品身份，再查 MFDS
