seed_record_id,query,title,url,official_score
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Dermapen Microneedling | DermapenWorld,https://www.dermapenworld.com/dermapen-microneedling/,64
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Dermapen 4 | DermapenWorld,https://www.dermapenworld.com/en-eu/dermapen-professional/dermapen-microneedling-pens/dermapen-4,64
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Dermapen Treatment Protocols | DermapenWorld,https://www.dermapenworld.com/dermapen-professional/dermapen-treatment-protocols,48
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Pigmentation Treatment - Microneedling for Pigmentation,https://www.dermapenworld.com/en-us/dermapen-treatments/pigmentation,64
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Faqs,https://www.dermapenworld.com/en-eu/faqs,48
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Anti Aging Treatment - Reduce Fine Lines & Wrinkles with Microneedling,https://www.dermapenworld.com/en-us/dermapen-treatments/fine-lines-wrinkles,64
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Does Dermapen Microneedling Work? | DermapenWorld,https://www.dermapenworld.com/en-nz/blog/does-dermapen-microneedling-work,64
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Dermapen HOME,https://www.dermapenworld.com/en-us/products/dermapen-home,48
REC_0169,"DermapenWorld Dermapen Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Build your dream business without the hassle,https://www.dermapenworld.com/en-us/dermapen-professional/dermapen4-sos-kits,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",MesoAroma - DermoAroma,https://dermoaroma.com/mesoaroma/,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",Mesocel PDRN Serum Injection - Dermax,https://www.dermaxmed.com/Mesocel-PDRN-Serum-Injection-pd516555068.html,16
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",Lift Cocktail - Dermoaroma,https://dermoaroma.com/products/mesoaroma-lift-cocktail/,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",HA1 & HA2 - Dermoaroma,https://dermoaroma.com/products/mesoaroma-ha1-ha2/,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",DMAE - Dermoaroma,https://dermoaroma.com/products/mesoaroma-dmae/,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",Mesocel PDRN Mesothearpy With Microneedling - Dermax,https://www.dermaxmed.com/Mesocel-PDRN-Mesothearpy-With-Microneedling-pd503434068.html,16
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",Trace Elements - Dermoaroma,https://dermoaroma.com/products/mesoaroma-trace-elements/,48
REC_0186,"Dermoaroma PDRN Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",Medisco Meso PDRN Skin Booster – Mesotherapy Serum in Dubai,https://stayve.me/product/medisco-meso-pdrn-mesotherapy/,32
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",Power Skin - DIVES MED,https://pro.divesmed.com/power-skin/,60
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",MesoCocktails - DIVES MED - MESOTHERAPY COCKTAILS,https://pro.divesmed.com/dives-med/mesotherapy/mesococktails/,76
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES MED - LINE OF MESOTHERAPEUTIC CONCENTRATES,https://pro.divesmed.com/dives-med/mesotherapy/,76
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",Revitalize Skin with DIVES MED SKIN REPAIR - Rich 40-Component Formula,https://profillers.eu/produto/dives-med-skin-repair-10-x-5ml/,24
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES MED - POWER PEELING 100ML - Filler Pharma,https://fillerpharma.com/dives-med-power-peeling-100ml/lang:EN,40
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES PINK AGE brightening and regenerating mesotherapy cocktail 10...,https://shop.bioskin.it/gb/mesotherapy-and-needling-vials/693-dives-pink-age-brightening-and-regenerating-mesotherapy-cocktail-10x5ml.html,44
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES MED PLATINIUM ULTRA 4 (6ml) - Prophilo Skin Treatment,https://profillers.eu/produto/dives-med-platinium-ultra-4/,24
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES MED POWER COMPLEX 12 extremely moisturising ampoules (set of 5 pcs),https://profillers.eu/produto/dives-med-power-complex-12-extremely-moisturising-ampoules/,40
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES Med POWER Complex 01    REVITALIZING AMPOULES WITH ANTIOXIDANT COMPLEX (5 ampules),https://aesthderm.co.uk/product/dives-med-power-complex-01-revitalizing-ampoules-with-antioxidant-complex-5-ampules/,40
REC_0558,"Dives Med Power Skin Meso Series Mesotherapy official product page IFU brochure ""indication"" ""intended use"" Injectables Mesotherapy",DIVES MED WHITE BRIGHT 1x10ml | Professional Anti-Dark Spot Depigmenting Serum,https://hyaluronicfillermarket.com/en/accueil/dives-med-white-bright-depigmenting-and-lightening-complex-1x10ml,24
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",MADECA,http://www.dkma.kr/madeca.html,16
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Expert Madeca Cream Active Renew PDRN | 1.69 fl oz,https://madeca.com/products/centellian-24-expert-madeca-cream-active-renew-pdrn-1-69-fl-oz-korean-skincare-centella-asiatica-copy,32
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling","Centellian24 Expert Madeca Cream PDRN | TECA-PDRN 20,000ppm – Olive Kollection",https://olivekollection.com/products/centellian-24-expert-madeca-cream-active-renew-pdrn-50ml,48
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian24 Time Reverse Madeca Cream | Best Korean Anti-Aging & Barrier Repair Moisturizer,https://madeca.com/products/centellian-24-madeca-cream-time-reverse-korean-skincare-centella-asiatica,48
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Expert Madeca Cream Core Firming | 1.69 fl oz | Korean S,https://madeca.com/products/centellian-24-expert-madeca-cream-core-firming-korean-skincare-centella,32
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Expert Madeca Cream Signature | 1.69 fl oz | Korean Skin,https://madeca.com/products/centellian-24-expert-madeca-cream-signature-korean-skincare-centella-asiatica,32
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Madeca Cream Active Skin Formula (Season 5) | 1.69 fl oz,https://madeca.com/products/centellian-24-madeca-cream-active-skin-formula-season-5,32
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Madeca Cream Power Boosting Formula (Season 4) | 1.69 fl,https://madeca.com/products/centellian-24-madeca-cream-power-boosting-formula-season-4,32
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Madeca Cream / Anti-Aging Cream / TECA,https://centellian24usa.com/blogs/news/centellian-24-madeca-cream-anti-aging-cream-teca,48
REC_0112,"Dongkook Pharma Centellian24 Madeca Cream Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Centellian 24 Madeca Cream Time Reverse Zero | 2.7 fl oz | Korean Skin,https://centellian24usa.com/products/centellian-24-madeca-cream-time-reverse-zero-2-7-fl-oz-korean-skincare-centella-asiatica-copy,48
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Microneedling - Official BABOR Online Shop,https://my.babor.com/5362/expert-method/microneedling,28
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",31962,http://babor.com/products/doctor-babor-pro/line/31962,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",DOCTOR BABOR Pro Relaunch,https://uk.babor.com/doctor-babor-pro/professional-grade-skin-solutions,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Optimal solutions for all skin types. - Official BABOR Online Shop,https://my.babor.com/promotions/doctorbaborpro,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Vitamin C-20 Serum,https://us.babor.com/products/doctor-babor-pro/65558-vitamin-c-20-serum.html,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",- purchase skin care products online - Official Site,https://au.babor.com/products/doctor-babor/line/31934,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",DR. BABOR PRO | GROWTH FACTOR CONCENTRATE | In the official BABOR Online Shop - purchase skin care products online - Official Site,https://au.babor.com/products/doctor-babor-pro/60962-egf-growth-factor-concent.html,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",BABOR DOCTOR BABOR PRO: Biotechnology Skincare For Aesthetic Clinics,https://www.aestheticappointment.co.za/2026/03/doctor-babor-pro-biotechnology-skincare-aesthetic-medicine-clinics.html,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",DR. BABOR PRO | MICROSILVER CONCENTRATE | In the official BABOR Online Shop - purchase skin care products online - Official Site,https://au.babor.com/products/doctor-babor-pro/60969-ag-microsilver-concentrate.html,44
REC_0197,"Dr Babor DOCTOR PRO Cosmeceuticals official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Retinol Refining Serum,https://us.babor.com/products/doctor-babor-pro/65557-retinol-refining-serum.html,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",BABOR | Ampoule Concentrates - Official BABOR Online Shop,https://my.babor.com/promotions/newampoule,60
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Power Serum Ampoules - Official BABOR Online Shop,https://my.babor.com/3797/products/power-serum-ampoules,60
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Rejuvenation Ampoule Serum for Firm and Youthful Skin,https://us.babor.com/products/doctor-babor/lifting/64840-rejuvenation-ampoule-serum-concentrate.html,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",NEW Power Serum Ampoules,https://us.babor.com/3513/new-power-serum-ampoules/1000,60
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",10D Hyaluronic Acid Serum: Intense Hydration – BABOR,https://us.babor.com/products/doctor-babor/hydration/65796-10d-hyaluronic-acid-ampoule-serum-concentrate.html?bvstate=pg%3A3%2Fct%3Ar,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler","Radiance Ampoule Serum - Even, Glowing Skin | BABOR",https://us.babor.com/products/doctor-babor/64837-radiance-ampoule-serum-concentrate.html,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Instant Soothing Ampoule Serum Concentrate High-Performance Luxury Skincare. Made in Germany.,https://ca.babor.com/products/doctor-babor/64838-instant-soothing-ampoule-serum-concentrate.html,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Renewal Ampoule Serum Concentrate High-Performance Luxury Skincare. Made in Germany.,https://ca.babor.com/products/doctor-babor/64836-renewal-ampoule-serum-concentrate.html,44
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",BABOR | Lift Express Ampoule | Order now in the official Online Shop High-Performance Luxury Skincare. Made in Germany.,https://ca.babor.com/products/ampoule-concentrates/63692-lift-express.html,60
REC_0061,"Dr Babor Ampoules Ampoule Concentrates official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Instant Soothing Ampoule Serum – Calm Redness | BABOR,https://us.babor.com/products/doctor-babor/sensitive/64838-instant-soothing-ampoule-serum-concentrate.html?bvstate=pg%3A2%2Fct%3Ar,44
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",Onda - The Body Contouring Revolution - DEKA,https://dekalaser.com/products/onda/,62
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",CLINICAL USER’S MANUAL,https://lynton.co.uk/wp-content/uploads/2020/08/ONDA-Clinical-Manual-2019.pdf,24
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring","Onda Coolwaves® - Body Shaping patented technology - Cellulite and Fat reduction, Skin Tightening",https://www.thecoolwaves.com/,32
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",ONDA - Deka - PDF Catalogs | Technical Documentation,https://pdf.medicalexpo.com/pdf/deka/onda/71176-203761.html,-100
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",Onda Plus - Non Invasive Body Shaping - DEKA,https://dekalaser.com/products/onda-plus/,62
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",Onda - Videos & Demos - DEKA,https://technologies.dekalaser.com/en-GB/productvideo.aspx?item=onda,62
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring","ONDA PLUS ENGLISH 
         
             12 Pages",https://pdf.medicalexpo.com/pdf/deka/onda-plus-english/71176-269520.html,-100
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",Onda | Deka Thailand,https://www.deka-thailand.com/project/onda/,32
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",The Coolwaves ® Revolution. Smart and Enhanced Microwaves that Excel in All Body Contouring • • •,https://skinmedical-system.com/wp-content/uploads/2018/05/skin-onda-prochure.pdf,40
REC_0160,"El En DEKA Onda Coolwaves official product page IFU brochure ""indication"" ""intended use"" EBD Body Contouring",Coolwaves - Model Onda Plus - Body Contouring System- Brochure,https://www.medical-xprt.com/downloads/coolwaves-model-onda-plus-body-contouring-system-brochure-1034648,40
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",MicroPen EVO™ US | Microneedling for Healthy Skin,https://micropenevo.com/us/,48
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling","[PDF] November 24, 2021 Eclipse Medcorp LLC Julie Summerville Senior ...",https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212558.pdf,65
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",MicroPen EVO (K212558) — FDA 510(k) | Innolitics,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/QAI/K212558,40
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",MicroPen EVO™ International | Advanced Microneedling Device,https://micropenevo.com/international/,48
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Eclipse MicroPen EVO™ | Dallas Associated Dermatologists,https://store.dallasassocderm.com/eclipse-micropen-evo-microneedling-14opts.html,60
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Eclipse MicroPen EVO 50EVO1000-010 Medical Device Identification,https://fda.report/GUDID/00853602008598,89
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",MicroPen Evo | FDA-Cleared Microneedling Device | Crown Aesthetics,https://crownaesthetics.com/products/micropenevo/,48
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling","[PDF] May 25, 2021 Eclipse MedCorp, LLC Julie Summerville Senior ...",https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203144.pdf,65
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling","Microneedling | Improve Skin Texture, Reduce Redness | Non-Invasive",https://dranita.com/microneedling/,16
REC_0455,"Eclipse MicroPen EVO Microneedling official product page IFU brochure ""indication"" ""intended use"" EBD Microneedling",Eclipse Launches MicroPen EVO™ Advanced Microneedling Device,https://www.prnewswire.com/news-releases/eclipse-launches-micropen-evo-advanced-microneedling-device-301302230.html,-100
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",RedTouch PRO - TRIPLE Action - DEKA Aesthetics,https://dekalaser.com/products/redtouch-pro/,62
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",DEKA - RED TOUCH PRO - Geomedics Pharma,https://geomedicspharma.com/red-touch-pro/,16
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",News - RedTouch PRO awarded Best Laser - El.En. Group,https://elengroup.com/en/news/RedTouchPRO-awarded-Best-Laser/,36
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Láser 675 nm DEKA,https://dekalaser.es/redtouch-pro/,62
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Deka RedTouch Pro Laser - Global Capital Power,https://www.globalcapitalpower.com/product/deka-redtouch-pro-laser/,32
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Redtouch Pro – VaanMed,https://vaanmed.com/product/redtouch-pro/,16
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Beauty Equipment Distributor | World Renowned | Beautisky,https://beautiskyintl.com/english/equippments/facial-treatment/RED-TOUCH-PRO/,0
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Introducing RedTouch PRO by Deka - Aesthetic Medical Practitioner,https://aestheticmedicalpractitioner.com.au/products-services/devices/introducing-redtouch-pro-by-deka/,32
REC_0161,"El En DEKA RedTouch PRO official product page IFU brochure ""indication"" ""intended use"" EBD Laser",RedTouch - A New Wavelength System for a New Rejuvenation - DEKA,https://dekalaser.com/products/redtouch/,62
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Thunder Series - Aesthetic & Cosmetic Laser Machines | Quanta System,https://www.quantasystem.com/laser/thunder-series/,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Quanta System laser Thunder,https://www.medicom.cz/userfiles/quanta-thunder_16046688277181.pdf,40
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal","Thunder, Thunder VT, Thunder HR (K171711) — FDA 510(k) | Innolitics",https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K171711,24
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Quanta Thunder Series Laser Overview | PDF | Laser | Image Scanner,https://www.scribd.com/document/883599214/quanta-thunder-16046688277181,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",THUNDER – Quanta Laser,https://quantalaser.co.uk/thunder/,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Quanta Thunder MT series,https://www.lasermarket.co.uk/laser-suppliers/quanta/quanta-thunder-mt-series/,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal","Quanta Aesthetic Lasers - Thunder  Community, Manuals and Specifications | MedWrench",https://www.medwrench.com/equipment/15886/quanta-aesthetic-lasers-thunder,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Thunder Alexandrite/Nd:YAG Laser - Quanta System - Remma,https://remma.fr/en/model/thunder-alexandritendyag-laser,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Thunder Series - Parayen,https://parayen.com/en/brands/quanta-system/thunder-series/,32
REC_0585,"El En Quanta System Thunder MT official product page IFU brochure ""indication"" ""intended use"" EBD Hair Removal",Quanta Thunder Laser Series,https://laserandaesthetics.co.uk/manufacturers/suppliers/quanta/quanta-thunder-laser-series/,32
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",Progenikine – EmCyte Corporation,https://emcyte.com/progenikine/,32
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",About Us – EmCyte Corporation,https://emcyte.com/about-us/,32
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",EmCyte Announces FDA 510(k) Clearance for its Progenikine® Concentrating System for Adipose,https://www.prnewswire.com/news-releases/emcyte-announces-fda-510k-clearance-for-its-progenikine-concentrating-system-for-adipose-300968537.html,-100
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",EmCyte Corporation,https://emcyte.com/,32
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",Adipose Concentrating System - Regenerative Medicine Products,https://newgenbiologics.com/products/adipose-concentrating-system/,16
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",Product Table – EmCyte Corporation,https://emcyte.com/wpt_product_table/2113/,32
REC_0568,"EmCyte Progenisa Biologics official product page IFU brochure ""indication"" ""intended use"" Regenerative Cell Therapy",PureBMC SP – EmCyte Corporation,https://emcyte.com/purebmc-sp/,32
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",AccessGUDID - DEVICE: Concentrating System PRP-S 60mL GenesisCS Component Concentrating System (00855306003053),https://accessgudid.nlm.nih.gov/devices/00855306003053,32
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",Document Library – EmCyte Corporation,https://emcyte.com/document-library/,32
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",Biologic Systems,https://store.emcyte.com/v5store/pc/viewCategories.asp?idCategory=2,32
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",PUREPRP® TWO Protein Rich Platelet Concentrating System 120mL – EmCyte Corporation,https://emcyte.com/product/pureprp-two-protein-rich-platelet-concentrating-system-120ml/,64
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",PurePRP SP – EmCyte Corporation,https://emcyte.com/pureprp-sp/,64
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",Emcyte | InsightBiosurg,https://insightbiosurg.com/emcyte/,12
REC_0574,"EmCyte PurePRP GenesisCS PRP Kit official product page IFU brochure ""indication"" ""intended use"" EBD Radiofrequency",Pure PRP • 5 Line Biologics,https://5linebiologics.com/pure-prp/,16
