priority,status,company,brand,standard_product_name,track,form,product_id,seed_record_id,verification_status,official_product_evidence,other_registration_rows,other_regulators,recommended_action
P2,产品已核，韩国 MFDS/KFDA 未确认,ExoCoBio,EXOMAGE,Cosmeceuticals,Regenerative,Exosome,prod_acac3f705bb9,REC_0264,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Fijie,Novacutan,YBio / SBio,Injectables,Dermal Filler,prod_97704cd84eb2,REC_0499,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,FineMEC,FineMEC,Nobleen,EBD,Laser,prod_635571c0f47a,REC_0272,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Forest Hills Lab Korea,Rejeunesse,Rejeunesse NMPA HA Filler,Injectables,Dermal Filler,prod_fe4548278050,REC_1035,official_evidence_promoted,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,GANA,GANA,GANA DA,Injectables,Lipolytic,prod_67982711aa8b,REC_0292,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,GANA,GANA,GANA HA (Body/Face),Injectables,Dermal Filler,prod_ec01791c3d66,REC_0290,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Genoss,Monalisa,Monalisa / Monalisa Lidocaine,Injectables,Dermal Filler,prod_9c02b95b86f1,REC_0463,official_product_and_spec_cross_checked,yes,2,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,GTG Wellness,LeShape,LeShape / U-One,EBD,Laser,prod_98b60272b235,REC_0393,official_spec_candidate_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Haim Aesthetics,Eloquence,Eloquence (Fine/Deep/Sub-Q),Injectables,Dermal Filler,prod_82f3430ed451,REC_0224,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Haim Aesthetics,LeVair,LeVair PDRN / Exovair,Regenerative,Exosome,prod_69f3db034694,REC_0396,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HansBiomed.,BellaGel,BellaGel Micro,Implants,Breast Implant,prod_317aa4161f85,REC_0067,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HansBiomed.,MegaDerm,MegaDerm,Implants,Tissue Matrix,prod_b851b8d645e7,REC_0975,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HansBiomed.,MegaFill,MegaFill,Injectables,Dermal Filler,prod_cfde60e90695,REC_0976,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HansBiomed.,MINT Lift,MINT (Fine/Petit/Easy),Injectables,Thread Lift,prod_c566406b61d0,REC_0458,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,DOUBLO,DOUBLO Gold,EBD,HIFU,prod_a76a87ba7c16,REC_0947,official_evidence_promoted,yes,1,Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,Doublo,New Doublo,EBD,Radiofrequency,prod_e998a6e999a4,REC_0199,official_evidence_promoted,yes,2,FDA; Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,MICOOL,MICOOL-S/MICOOL-A,EBD,Cryotherapy,prod_865309768b06,REC_0952,official_evidence_promoted,yes,1,EUDAMED / European Commission,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,New Doublo,New Doublo 2.0,EBD,Radiofrequency,prod_c43b4e296ca2,REC_0948,official_evidence_promoted,yes,2,FDA; Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,PicoHi,PicoHi 300,EBD,Laser,prod_9bb0117dfaf5,REC_0543,official_evidence_promoted,yes,2,FDA; Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,SILKRO,SILKRO,EBD,Radiofrequency,prod_91d9d7eb822e,REC_0950,official_evidence_promoted,yes,4,EUDAMED / European Commission; FDA; Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hironic,Ultra Vera,Ultra Vera,EBD,HIFU,prod_02a6e5495b56,REC_0951,official_evidence_promoted,yes,1,Notified Body / Manufacturer,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HJorations,LIPO VELA,LIPO VELA V,Injectables,Lipolytic,prod_2af5e0e0531e,REC_0403,official_product_page_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,HJorations,TOXPIA,TOXPIA 100u,Injectables,Neurotoxin,prod_16ef1286e357,REC_0708,official_product_page_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hugel,BlueRose,BlueRose Threads,Injectables,Thread Lift,prod_2903e9009d75,REC_0088,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hugel,Bylizen,HA Skin Booster,Injectables,Dermal Filler,prod_825c38109f01,REC_0875,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hugel,Dermalax,HA Filler Blob Technology,Injectables,Dermal Filler,prod_95f3372fb201,REC_0876,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Humedix,Pre-filled Sodium Hyaluronate Syringe,HA Dermal Filler,Injectables,Dermal Filler,prod_efe169c02ddf,NMPA_IMPORT_HUMEDIX_HA_20260601,official_evidence_promoted,yes,2,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Huons BioPharma,HUTOX,HUTOX 100U Botulinum Toxin Type A,Injectables,Neurotoxin,prod_4379c6237efa,REC_1038,official_evidence_promoted,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Huons Meditech,DermaShine,DermaShine Duo RF,EBD,Radiofrequency,prod_fad4dbfdec67,REC_0177,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Huons Meditech,DermaShine,DermaShine Pro / Balance,Consumables,Needles & Cannulas,prod_34f1bcd4274c,REC_0176,official_document_cross_checked,yes,1,CE/MDR,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Huons Meditech,Jill's of,Jill's of (Jill'SOF),Consumables,Needles & Cannulas,prod_cf51c1755a7c,REC_0365,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Hyundae Meditech,Secret,Secret Line,Injectables,Thread Lift,prod_e589d8549306,REC_0639,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,IDS / Innovative Device Solutions,IDS,XLASE / Oron,EBD,Laser,prod_446cbbef2b08,REC_0338,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Ilooda,Fraxis,Fraxis Duo,EBD,Laser,prod_7730ec2527ca,REC_0286,official_document_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Ilooda,Secret,Secret RF / Duo,EBD,Microneedling,prod_c618b5a64752,REC_0638,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jeisys Medical,INTRAcel,INTRAcel PRO,EBD,Microneedling,prod_575599ff2562,REC_1010,official_document_cross_checked,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jeisys Medical,Jeisys,Density,EBD,Radiofrequency,prod_954fd28ff315,REC_0361,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jeisys Medical,Jeisys,EdgeONE,EBD,Laser,prod_7a2627f43512,REC_1011,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jeisys Medical,Jeisys,LinearZ (Ultracel [zi:]),EBD,HIFU,prod_16f7a0517407,REC_0360,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jetema,e.p.t.q.,e.p.t.q. (S100/300/500),Injectables,Dermal Filler,prod_6538b2f63b54,REC_0213,official_product_and_spec_cross_checked,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jetema,Linerase,Linerase,Injectables,Skin Booster,prod_d2cc9437fbbb,REC_0966,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jetema,The Toxin,Liztox / The Toxin,Injectables,Neurotoxin,prod_4a10d92c3fae,REC_0696,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jion Meditech,Dualsonic Maximum,Multi-Function,EBD,Radiofrequency,prod_5a822478f351,REC_0209,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jion Meditech,Dualsonic Professional / Luxury,Home Use HIFU,EBD,HIFU,prod_3fa48a96f243,REC_0210,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,JMBiotech,RIBESKIN,CO2 Carboxy / Pink Aging,EBD,Laser,prod_6acacc13ad62,REC_0618,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Jskbiomed,Mirajet,Mirajet,EBD,Laser,prod_5004843144bd,REC_0460,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,JYSUNG Meditech,JYSUNG,Cannula / Meso Needle,Injectables,Mesotherapy,prod_b542390745a8,REC_0371,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,K1 Med,Magma,Magma / Xtream,EBD,HIFU,prod_a1e05ddb320c,REC_0422,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,K1 Med,Magma,Magma / Xtream,EBD,Laser,prod_9c63bea8297b,REC_0423,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Koru Pharma,Mesoheal,Mesoheal Body,Injectables,Dermal Filler,prod_fe9bd2c78a5f,REC_0441,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Koru Pharma,Mesoheal,Mesoheal Body / Pink Glow,Injectables,Dermal Filler,prod_122ef924ac55,REC_0440,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Korust,Utims,Utims A3,EBD,HIFU,prod_f3e61c8195c4,REC_0727,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Korust,UTIMS,UTIMS A3 / A3-P,EBD,HIFU,prod_312d51cc72d7,REC_0728,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lameditech,HandyRay,HandyRay / Lite,EBD,Laser,prod_2d8dbd0394b6,REC_0310,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lameditech,Puraxel,Puraxel-Me,EBD,Laser,prod_f70793a53347,REC_0572,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,LG Chem,Yvoire,Yvoire (Classic/Volume),Injectables,Dermal Filler,prod_e074be487e63,REC_0778,official_product_and_spec_cross_checked,yes,4,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Healite,Healite II,EBD,Radiofrequency,prod_7f47b4115f90,REC_1008,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,LaseMD,LaseMD Ultra,EBD,Laser,prod_48196660d7e3,REC_1004,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,Accufit,EBD,EMS,prod_24a96d4dceb4,REC_1007,official_evidence_promoted,yes,5,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,Clarity II,EBD,Laser,prod_b0efb78d5400,REC_1006,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,eCO2 Plus,EBD,Laser,prod_e298bdfe05b0,REC_1005,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,Genius,EBD,Microneedling,prod_19403421ebcf,REC_0419,official_evidence_promoted,yes,5,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,Genius,EBD,Microneedling,prod_67410421beb1,REC_1003,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,Hollywood Spectra,EBD,Laser,prod_89333a6ecb2d,REC_0420,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Lutronic,LaseMD Ultra,EBD,Laser,prod_98e1ab884d55,REC_0418,official_evidence_promoted,yes,3,EUDAMED / European Commission; FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Lutronic / Cynosure Lutronic,Mosaic,Mosaic 3D,EBD,Laser,prod_3b0c60aa688d,REC_1009,official_evidence_promoted,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medikan International,Lipokit,Lipokit / Adivive,Surgical,Liposuction,prod_5bdad9c1a581,REC_0406,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Coretox,Animal-Free Botulinum Toxin,Injectables,Neurotoxin,prod_5b477b4aab50,REC_0129,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Innotox,Innotox 50U/100U,Injectables,Neurotoxin,prod_f16b720710a4,REC_0349,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Neuramis,Neuramis (Deep/Volume),Injectables,Dermal Filler,prod_47cb493205f7,REC_0489,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Neuramis Deep,HA Filler 20mg/ml,Injectables,Dermal Filler,prod_88adbabfca4e,REC_0885,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Neuramis Light,HA Filler for Superficial,Injectables,Dermal Filler,prod_d9e270e32e4c,REC_0884,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Neuramis Volume,HA Filler for Volume,Injectables,Dermal Filler,prod_404084cc36eb,REC_0886,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Medytox,Neuronox / Meditoxin,Neuronox (Botulinum Toxin Type A),Injectables,Neurotoxin,prod_38346130aefe,REC_0492,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Meta Biomed,Da:all,Da:all Threads (Mono/Screw/I-Screw),Injectables,Thread Lift,prod_d3f4cc74d5e0,REC_0149,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,NeoDr,Neo Thread,Multi Thread (Twin/Triple),EBD,IPL,prod_c127129a8dd6,REC_0481,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Neogenesis,Regenovue,Regenovue (Deep/Sub-Q),Injectables,Dermal Filler,prod_ecb2d81aa136,REC_0597,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Newpong,LSSA,LSSA (Liposculpture),EBD,HIFU,prod_f5332f3a5753,REC_0411,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,NOBAMEDI,便携式电子注射枪,便携式电子注射枪,Consumables,Injection Devices,prod_484f03027c12,REC_0793,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,NOBAMEDI,智能负压水光仪,智能负压水光仪,Consumables,Injection Devices,prod_a92cb8b2a29b,REC_0792,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,NOBAMEDI,笔式微针注射器,笔式微针注射器,EBD,Microneedling,prod_76db8bfa1f7f,REC_0794,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,NOBAMEDI,针头,针头,Consumables,Disposables,prod_07a193dfa02a,REC_0795,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Onetech,Onetech,Picocare (Distributor?),EBD,Laser,prod_032038c85f9a,REC_0518,official_product_and_spec_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),Injectables,Dermal Filler,prod_979fbd2d80a9,REC_0015,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Ostin Bio,Audrey,Audrey (H/S/M) / Body,Injectables,Dermal Filler,prod_a8c428e8f3ec,REC_0057,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Ostin Bio,B-OstIN,B-OstIN,Consumables,Raw Materials,prod_3ee70ed6dbfb,REC_0093,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Primoris International,ExoHealer,ExoHealer / Filcore,Regenerative,Exosome,prod_d6af2a1ed735,REC_0262,official_document_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,RecensMedical,TargetCool,Precision Cooling,EBD,Cryotherapy,prod_b71a1cc66a50,REC_0686,official_product_page_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,RecensMedical,TargetCool (Dermatology Mode),Cryotherapy,EBD,Cryotherapy,prod_e500d6260056,REC_0687,official_document_cross_checked,yes,1,FDA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Regen Biotech,AestheFill,AestheFill (PDLLA),Injectables,Biostimulator,prod_0d773d4bf9db,REC_0016,official_product_and_spec_cross_checked,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,RFBio,Sardenya,Sardenya (Deep/Shape),Injectables,Dermal Filler,prod_ac8031252362,REC_0628,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,S. Thepharm,QTFill,QTFill Plus,Injectables,Dermal Filler,prod_8950b9e51f0d,REC_0579,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,Samyang Holdings,Croquis,Croquis Threads,Injectables,Thread Lift,prod_36e16dbfca8b,REC_0137,official_product_and_spec_cross_checked,yes,0,,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
P2,产品已核，韩国 MFDS/KFDA 未确认,"SCL CO., LTD.",A-Viearchee,A-Viearchee HA Filler,Injectables,Dermal Filler,prod_92ea4756fe77,REC_1034,official_evidence_promoted,yes,1,NMPA,查 MFDS/UDI 韩国医疗器械库；若无公开号，则标记为未公开，不影响官方产品事实。
